Tweet,Sentiment
   tomorrow join us 68pm at  cambridge for our sept party w  see you there http,Neutral
 i gotta give mel tucker credit for a great defensive game plan last night i agree im actually shocked but he coached well,Neutral
 i gotta give mel tucker credit for a great defensive game plan last night i agree im actually shocked but he coached well,Negative
love your pants,Neutral
 wr amp returner  joins  at 4 pm on  listen live here,Neutral
 wr amp returner  joins  at 4 pm on  listen live here,Neutral
 you dont know struggle until you get mascara in your blonde hair,Neutral
so basically if skins slipped broadchurch a roofie glue is what youd end up with,Neutral
you know what i hate about those when you unsubscribe and then they send you out another email to let you know youve unsubbed lol,Neutral
sylvia plath reads lady lazarus,Neutral
sylvia plath reads lady lazarus,Negative
haha  oh haha you mean when they get my blood  haha nope it doesnt hurt ,Positive
get online technical support services to resolve your system problems  it is hard to imagine even a single,Positive
get online technical support services to resolve your system problems  it is hard to imagine even a single,Neutral
100 off any clorox 2 product,Neutral
  love you rae ,Positive
  love you rae ,Positive
 sorry looked to fast,Neutral
please take me home too late its gone i bet youre sad this is the best time we ever had,Negative
 niggas aint loyal i see that shit everyday ,Neutral
siri lets anyone bypass your iphones lockscreen  feature or bug much like beauty secure design is in the,Neutral
 chargers pxp voice josh lewin during game yesterday legion of whom lol,Negative
its not what you say its what people hear,Neutral
love you loads  lt3,Neutral
 aw love this fall on the hill  annie lennox xx,Neutral
 aw love this fall on the hill  annie lennox xx,Neutral
u and me be da only demigods,Positive
any suggestions,Neutral
 would you wanna runaway too cos all i really want is you     album,Negative
,Negative
teaching my girls the importance of fitness young     ,Neutral
teaching my girls the importance of fitness young     ,Positive
hellooooooo  if anyone deserves to see 1d front row it is definately gtgtltlt please pick her for the tix  r,Neutral
hellooooooo  if anyone deserves to see 1d front row it is definately gtgtltlt please pick her for the tix  r,Neutral
i hate when people sneak diss and try deny it,Positive
gt news microsoft buys minecraft ampamp mojang,Neutral
good morning  off to school,Neutral
 i actually kind of miss having a stupid o at the end of my instagram username  this didnt fail to cheer me up love you,Positive
are you ready todayhaha xd zenam zenamyuhuuu,Negative
a reality for many families gt parent of student with special needs weighs in on common core  via,Positive
criminal is under arrest fight the gangs in the streets of london,Positive
 i wont wear costumes during mampg now relax pleeeease ,Neutral
dever,Positive
apple cider is available already get cold fresh cider in the retail fridge or hot mulled cider to order get cozy,Positive
i posted a new photo to facebook,Neutral
 i dont understand why people smoke cigarettes there is nothing grunge about lung cancer,Positive
 i dont understand why people smoke cigarettes there is nothing grunge about lung cancer,Negative
9 new followers in the last day and it is more than just stats i use it for growing my account try it,Neutral
this episode is me,Positive
 retweet for jeeps favorite for subarus,Neutral
 if youre in the public eye chances are youll only be acknowledged for your mistakes and accidents and not your successes,Neutral
why u contradict urself like this tho,Neutral
fufu sneaky shit  cant fw it mane,Positive
fufu sneaky shit  cant fw it mane,Neutral
agt season 9 the final 6 acts  who has your vote for finale week,Negative
im not you bro,Negative
photo creds cause im that good,Negative
dont nobody kiss it like you ,Neutral
follow back ,Neutral
want to hug  it is awesome to see an africanamerican cast lead a successful genre film that isnt about politics,Negative
happy birthday homie,Negative
happy birthday homie,Negative
if she puts up with you through your worst days and still stick with you and your mistakes dont let her go you found a keeper,Neutral
 mute has to be the best thing twitter has mute for bitches unfollow the person or block them mute makes you a bitch,Neutral
fuggin neck beards,Positive
the devil in i,Positive
 video a tennessee commit channels his inner jadeveon clowney with a helmetpopping hit  httpt,Neutral
 i hate being sick cause i cant taste nothing,Negative
cristiano ronaldos return to manchester united in place,Neutral
cristiano ronaldos return to manchester united in place,Positive
 can i touch his face,Neutral
i meant tyler in my previous tweet xd,Neutral
front flap for kite messenger bag limited edition and numbered  this one has the not for sale tag on it nfs,Neutral
weak laugh heh yeah laugh it up youre still ancient right now to me,Positive
i need a  fave and dm please give me 55 loved it btw,Positive
last 24 hours  1 followers and 0 unfollowers free stats by ,Negative
 something in me isnt alive,Neutral
nigel latta is now being attacked by wo  same reasons,Neutral
download that new listen to easy bout the money remix  free music streaming amp download,Positive
goodmorning sir japan wether be unsettle in east japan would you take care goodday,Neutral
 hurricane  streets flooded homes and hotels destroyed in mexicos baja california  ,Neutral
well  needs new bottom end gonna have fun tearing that apart and putting it back together,Neutral
well  needs new bottom end gonna have fun tearing that apart and putting it back together,Negative
 where have all the male teachers gone,Neutral
 women at florida state find reporting rape to police doesnt guarantee an investigation,Positive
pollshould law enforcement have permission to hold their badge and gun while off the clock join the discussion copsundergrou,Neutral
165 people followed me and 40 people unfollowed me in the last day thank you  app,Positive
  naw forget that today is ,Positive
  naw forget that today is ,Positive
thanks for existing ,Neutral
thanks for existing ,Negative
 this  piece features  community      http,Neutral
ive collected 40 050 gold coins,Neutral
 ill never get over how beautiful my friends are,Neutral
diverging hie options in consideration of provisionally accept because high stately artist dies funestis ypqyneqw,Negative
fire alarms going off in virginia house,Neutral
  these boys literally mean the world to me please pick me  627,Positive
one person followed me and 7 people unfollowed me in the last day thank you  app,Neutral
well work was fun ,Positive
 concert tickets,Neutral
 concert tickets,Negative
liphar mahgazine is new and about artists authors and photographers also open submissions for articles and images,Negative
 this was more than amazing rivals any stuart woods or patterson book out there 5   ,Positive
 this was more than amazing rivals any stuart woods or patterson book out there 5   ,Neutral
you do homework now  ,Neutral
what are donations used for and how much of each dollar is used,Neutral
i lost 3 followers recently and i know who they are thanks to  app,Neutral
i lost 3 followers recently and i know who they are thanks to  app,Negative
 black parents will not say boyfriend or girlfriend thats your lil friend ,Positive
 black parents will not say boyfriend or girlfriend thats your lil friend ,Neutral
